GO.ID	Description	p.Val	FDR	Phenotype	Genes
GO:0007154	cell communication	0.000010086366239890994	0.000010086366239890994	+1	ANGPT1,ANGPT4,COL3A1,REN1,CFD,MASP1,PTN,POSTN,ADAMTS12,GREM2,AGT,RSPO3,NPNT,RETN,INSL3,COL4A3,TRF,IL15RA,TAFA5,KDR,CAP2,TNC,BMPER,COL4A5,FGF10,IL17RB,COL1A1,NRG4,FGFBP3,IGF2,CPZ,C1QTNF12,FABP5,OLFML2B,IGF1,THPO,CTF1,ASPN,COL1A2,EGFL7,FJX1,VEGFA,COL4A1,ADAMTS14,NAMPT,PCSK5,C1QTNF2,ADGRG1,CPE,HP,KAZALD1,ADIPOQ,LAMA5,ZBED3,SPARCL1,MMRN2,LPL,PDGFB,LAMB1,IGFBP7,VEGFB,EFNA1,CXCL12,YBX1,C1QBP,DAG1
GO:0051346	negative regulation of hydrolase activity	0.000010661660317938337	0.000010661660317938337	+1	SERPINA3K,ITIH4,SERPINA3B,SERPINA1A,AGT,VTN,APOC1,TFPI,COL28A1,IGF1,VEGFA,SERPINA3C
GO:0014911	positive regulation of smooth muscle cell migration	0.000010911941198723936	0.000010911941198723936	+1	POSTN,AGT,VTN,RETN,IGF1,PCSK5,PDGFB
GO:0043491	protein kinase B signaling	0.000010939856645710862	0.000010939856645710862	+1	ANGPT1,KDR,IGF2,C1QTNF12,IGF1,THPO,VEGFA,VEGFB,CXCL12,C1QBP,DAG1
GO:0042060	wound healing	0.000012359313774051736	0.000012359313774051736	+1	COL3A1,VTN,INSL3,TFPI,TAFA5,KDR,FGF10,MMRN1,COL1A1,IGF1,VEGFA,PDGFB,VEGFB,DAG1
GO:0051897	positive regulation of protein kinase B signaling	0.000015504480442264795	0.000015504480442264795	+1	ANGPT1,IGF2,C1QTNF12,IGF1,THPO,VEGFA,VEGFB,CXCL12,C1QBP
GO:0010646	regulation of cell communication	0.000016159529312598217	0.000016159529312598217	+1	ANGPT1,COL3A1,REN1,PTN,POSTN,ADAMTS12,GREM2,AGT,RSPO3,NPNT,RETN,INSL3,KDR,BMPER,FGF10,COL1A1,FGFBP3,IGF2,C1QTNF12,FABP5,IGF1,THPO,ASPN,EGFL7,VEGFA,PCSK5,C1QTNF2,ADGRG1,KAZALD1,ADIPOQ,ZBED3,MMRN2,PDGFB,LAMB1,IGFBP7,VEGFB,EFNA1,CXCL12,YBX1,C1QBP,DAG1
GO:0023051	regulation of signaling	0.000017416294849601617	0.000017416294849601617	+1	ANGPT1,COL3A1,REN1,PTN,POSTN,ADAMTS12,GREM2,AGT,RSPO3,NPNT,RETN,INSL3,KDR,BMPER,FGF10,COL1A1,FGFBP3,IGF2,C1QTNF12,FABP5,IGF1,THPO,ASPN,EGFL7,VEGFA,PCSK5,C1QTNF2,ADGRG1,KAZALD1,ADIPOQ,ZBED3,MMRN2,PDGFB,LAMB1,IGFBP7,VEGFB,EFNA1,CXCL12,YBX1,C1QBP,DAG1
GO:0001823	mesonephros development	0.0000178150308379584	0.0000178150308379584	+1	REN1,AGT,NPNT,BMPER,FGF10,ADAMTS16,VEGFA,LAMA5
GO:0007160	cell-matrix adhesion	0.00001843445621276305	0.00001843445621276305	+1	COL3A1,POSTN,ADAMTS12,VTN,NPNT,KDR,ADAMTS9,VEGFA,PCSK5,ENPP2,DAG1
GO:0042221	response to chemical	0.00002041897751120308	0.00002041897751120308	+1	ITIH4,SERPINA1A,ANGPT1,PTGDS,LIPG,ANGPT4,COL3A1,PON1,REN1,PTN,POSTN,ADAMTS12,GREM2,AGT,NPNT,RETN,COL4A3,TRF,TFPI,IL15RA,KDR,BMPER,FGF10,IL17RB,PRXL2A,COL1A1,ENTPD6,FGFBP3,IGF2,C1QTNF12,IGF1,THPO,ASPN,COL1A2,VEGFA,COL4A1,COL5A2,SERPINA3C,ADAMTS7,C2,PCOLCE,HP,ADIPOQ,LAMA5,ZBED3,MMRN2,LPL,PDGFB,ENPP2,VEGFB,MMP2,EFNA1,CXCL12,YBX1,C1QBP,DAG1
GO:0002040	sprouting angiogenesis	0.000021924159049057584	0.000021924159049057584	+1	ANGPT1,RSPO3,KDR,BMPER,ADAMTS9,VEGFA,MMRN2,VEGFB,NAXE
GO:0008015	blood circulation	0.000022199417279432886	0.000022199417279432886	+1	ANGPT1,PON1,REN1,POSTN,AGT,KDR,ADAMTS16,FGFBP3,COL1A2,VEGFA,NAMPT,ADIPOQ,RNLS,VEGFB,MMP2
GO:0043410	positive regulation of MAPK cascade	0.000023313419125307765	0.000023313419125307765	+1	ANGPT1,NPNT,KDR,BMPER,FGF10,FGFBP3,IGF2,IGF1,THPO,VEGFA,C1QTNF2,PDGFB,VEGFB,EFNA1,CXCL12
GO:0090287	regulation of cellular response to growth factor stimulus	0.000025659426803272787	0.000025659426803272787	+1	ANGPT1,ADAMTS12,GREM2,AGT,NPNT,KDR,BMPER,FGF10,FGFBP3,ASPN,MMRN2,VEGFB
GO:0032368	regulation of lipid transport	0.0000259205053741973	0.0000259205053741973	+1	LIPG,PON1,REN1,AGT,RETN,APOC1
GO:0008284	positive regulation of cell population proliferation	0.000026121786749782983	0.000026121786749782983	+1	PTN,AGT,RETN,INSL3,TRF,KDR,TNC,FGF10,IGF2,IGF1,THPO,EGFL7,VEGFA,NAMPT,ADGRG1,PDGFB,ENPP2,VEGFB,MMP2,CXCL12,YBX1
GO:0010595	positive regulation of endothelial cell migration	0.000028205690627695252	0.000028205690627695252	+1	ANGPT1,ANGPT4,AGT,KDR,IGF2,IGF1,VEGFA,PDGFB
GO:0051896	regulation of protein kinase B signaling	0.00002986810000959882	0.00002986810000959882	+1	ANGPT1,IGF2,C1QTNF12,IGF1,THPO,VEGFA,VEGFB,CXCL12,C1QBP,DAG1
GO:0030336	negative regulation of cell migration	0.00003673500891285983	0.00003673500891285983	+1	ANGPT4,COL3A1,PTN,TAFA5,ADAMTS9,PODN,EGFL7,ADGRG1,ADIPOQ,MMRN2,CXCL12,DAG1
GO:0009725	response to hormone	0.00004143189636544941	0.00004143189636544941	+1	SERPINA1A,PTGDS,COL3A1,REN1,AGT,RETN,TFPI,COL1A1,IGF2,C1QTNF12,IGF1,SERPINA3C,C2,ADIPOQ,ZBED3,LPL,MMP2,CXCL12,YBX1,DAG1
GO:0050918	positive chemotaxis	0.000046765691573120606	0.000046765691573120606	+1	ANGPT1,KDR,FGF10,VEGFA,PDGFB,VEGFB,CXCL12
GO:0045861	negative regulation of proteolysis	0.000050231675584980713	0.000050231675584980713	+1	SERPINA3K,ITIH4,SERPINA3B,SERPINA1A,AGT,VTN,TFPI,COL28A1,IGF1,VEGFA,SERPINA3C,PI16,EFNA1
GO:0048585	negative regulation of response to stimulus	0.000052015797996450694	0.000052015797996450694	+1	COL3A1,MASP1,ADAMTS12,GREM2,AGT,VTN,TFPI,TAFA5,BMPER,FGF10,MMRN1,IGF2,C1QTNF12,IGF1,ASPN,EGFL7,ADIPOQ,MMRN2,FGL2,LPL,PDGFB,EFNA1,CXCL12,YBX1,C1QBP,DAG1
GO:0052548	regulation of endopeptidase activity	0.00006199807862218903	0.00006199807862218903	+1	SERPINA3K,ITIH4,SERPINA3B,SERPINA1A,AGT,VTN,COL4A3,TFPI,COL28A1,IGF1,VEGFA,SERPINA3C
GO:2000146	negative regulation of cell motility	0.00006280192310014627	0.00006280192310014627	+1	ANGPT4,COL3A1,PTN,TAFA5,ADAMTS9,PODN,EGFL7,ADGRG1,ADIPOQ,MMRN2,CXCL12,DAG1
GO:0001503	ossification	0.0000687318310258433	0.0000687318310258433	+1	PTN,ADAMTS12,NPNT,COL1A1,IGF2,IGF1,ASPN,COL1A2,VEGFA,COL5A2,ADAMTS7,KAZALD1
GO:0061061	muscle structure development	0.00007324244184634552	0.00007324244184634552	+1	ANGPT1,COL3A1,ELN,AGT,NPNT,FGF10,ADAMTS15,IGF2,IGF1,VEGFA,LAMA5,PDGFB,LAMB1,PI16,CXCL12,YBX1,DAG1
GO:0071310	cellular response to organic substance	0.0000799969207312929	0.0000799969207312929	+1	ANGPT1,COL3A1,REN1,ADAMTS12,GREM2,AGT,NPNT,TFPI,IL15RA,KDR,BMPER,FGF10,IL17RB,COL1A1,FGFBP3,IGF2,C1QTNF12,IGF1,THPO,ASPN,COL1A2,VEGFA,COL4A1,COL5A2,ADAMTS7,PCOLCE,ADIPOQ,MMRN2,LPL,PDGFB,VEGFB,MMP2,CXCL12,YBX1,DAG1
GO:0051246	regulation of protein metabolic process	0.00008458114185579429	0.00008458114185579429	+1	SERPINA3K,ITIH4,SERPINA3B,SERPINA1A,ANGPT1,LIPG,ANGPT4,AGT,VTN,COL4A3,TFPI,KDR,SPON1,COL28A1,BMPER,FGF10,ACRBP,IGF2,IGF1,THPO,CTF1,VEGFA,SERPINA3C,PCOLCE,ADIPOQ,ZBED3,PDGFB,ENPP2,PI16,VEGFB,EFNA1,YBX1,DAG1,NGRN
GO:0071495	cellular response to endogenous stimulus	0.00008552386983524825	0.00008552386983524825	+1	COL3A1,REN1,ADAMTS12,GREM2,AGT,NPNT,TFPI,KDR,BMPER,FGF10,COL1A1,FGFBP3,IGF2,C1QTNF12,IGF1,ASPN,COL1A2,COL4A1,COL5A2,ADAMTS7
GO:1905952	regulation of lipid localization	0.00009512810131995846	0.00009512810131995846	+1	LIPG,PON1,REN1,AGT,RETN,APOC1
GO:0080134	regulation of response to stress	0.00011366003220078435	0.00011366003220078435	+1	MASP1,PTN,ADAMTS12,VTN,INSL3,TFPI,TAFA5,TNC,FGF10,MMRN1,IL17RB,IGF2,C1QTNF12,IGF1,VEGFA,ADIPOQ,MMRN2,FGL2,LPL,PDGFB,VEGFB,CXCL12,C1QBP
GO:0038063	collagen-activated tyrosine kinase receptor signaling pathway	0.00011945611146259502	0.00011945611146259502	+1	COL4A3,COL4A5,COL1A1,COL4A1
GO:0030162	regulation of proteolysis	0.00012067446589749069	0.00012067446589749069	+1	SERPINA3K,ITIH4,SERPINA3B,SERPINA1A,AGT,VTN,COL4A3,TFPI,SPON1,COL28A1,ACRBP,IGF1,VEGFA,SERPINA3C,PCOLCE
GO:0048010	vascular endothelial growth factor receptor signaling pathway	0.00012603561654884085	0.00012603561654884085	+1	ANGPT1,KDR,FGF10,VEGFA,MMRN2,VEGFB
GO:0009790	embryo development	0.00012819283615045325	0.00012819283615045325	+1	ANGPT1,COL3A1,GREM2,VTN,RSPO3,KDR,FGF10,COL1A1,IGF2,IGF1,VEGFA,COL5A2,PCSK5,ADIPOQ,LAMA5,ZBED3,LAMB1,LAMA4,MMP2,EFNA1,YBX1,DAG1
GO:0032103	positive regulation of response to external stimulus	0.0001287952813508233	0.0001287952813508233	+1	MASP1,PTN,VTN,KDR,FGF10,IL17RB,VEGFA,MMRN2,LPL,PDGFB,VEGFB,CXCL12,C1QBP,KARS
GO:0050673	epithelial cell proliferation	0.0001309036419858071	0.0001309036419858071	+1	PTN,COL4A3,KDR,BMPER,FGF10,IGF2,IGF1,EGFL7,VEGFA,LAMA5,MMRN2,PDGFB,VEGFB,CXCL12
GO:0065009	regulation of molecular function	0.0001350468593627337	0.0001350468593627337	+1	SERPINA3K,ITIH4,SERPINA3B,SERPINA1A,ANGPT1,ANGPT4,PON1,PTN,GREM2,AGT,VTN,NPNT,APOC1,COL4A3,TFPI,KDR,SPON1,COL28A1,CAP2
GO:0050678	regulation of epithelial cell proliferation	0.00013837451253237212	0.00013837451253237212	+1	PTN,COL4A3,KDR,FGF10,IGF2,IGF1,EGFL7,VEGFA,LAMA5,MMRN2,PDGFB,VEGFB,CXCL12
GO:0010562	positive regulation of phosphorus metabolic process	0.00014733408493213904	0.00014733408493213904	+1	ANGPT1,ANGPT4,AGT,VTN,NPNT,TRF,KDR,FGF10,IGF2,IGF1,THPO,CTF1,VEGFA,ADIPOQ,PDGFB,ENPP2,VEGFB,EFNA1,DAG1
GO:0045937	positive regulation of phosphate metabolic process	0.00014733408493213904	0.00014733408493213904	+1	ANGPT1,ANGPT4,AGT,VTN,NPNT,TRF,KDR,FGF10,IGF2,IGF1,THPO,CTF1,VEGFA,ADIPOQ,PDGFB,ENPP2,VEGFB,EFNA1,DAG1
GO:0060055	angiogenesis involved in wound healing	0.00017252557123407762	0.00017252557123407762	+1	TAFA5,KDR,VEGFA,VEGFB,DAG1
GO:0042327	positive regulation of phosphorylation	0.00017924139615009617	0.00017924139615009617	+1	ANGPT1,ANGPT4,AGT,VTN,TRF,KDR,FGF10,IGF2,IGF1,THPO,CTF1,VEGFA,ADIPOQ,PDGFB,ENPP2,VEGFB,EFNA1,DAG1
GO:0050927	positive regulation of positive chemotaxis	0.00018281442779634444	0.00018281442779634444	+1	KDR,FGF10,VEGFA,VEGFB,CXCL12
GO:0040013	negative regulation of locomotion	0.00018577472327985096	0.00018577472327985096	+1	ANGPT4,COL3A1,PTN,TAFA5,ADAMTS9,PODN,EGFL7,ADGRG1,ADIPOQ,MMRN2,CXCL12,DAG1
GO:0050679	positive regulation of epithelial cell proliferation	0.00019227077395764144	0.00019227077395764144	+1	PTN,KDR,FGF10,IGF2,IGF1,EGFL7,VEGFA,PDGFB,VEGFB,CXCL12
GO:0048771	tissue remodeling	0.00019623453959275705	0.00019623453959275705	+1	PTN,ELN,AGT,RSPO3,TRF,FGF10,IGF1,VEGFA
GO:0016043	cellular component organization	0.00020035595674770698	0.00020035595674770698	+1	ANGPT1,LIPG,ANGPT4,COL3A1,PTN,POSTN,ELN,ADAMTS12,ADAMTS4,AGT,VTN,NPNT,APOC1,MFAP4,COL4A3,GFOD2,TRF,IL15RA,KDR,COL28A1,CAP2,TNC,COL4A5,FGF10,MMP17,ADAMTS15,ACRBP,COL1A1,ADAMTS9,ADAMTS16,IGF2,OLFML2B,IGF1,COL1A2,VEGFA,COL4A1,COL5A2,ADAMTS14,ADAMTS7,PCSK5,COL4A4,CHADL,KAZALD1,ADIPOQ,LUM,LAMA5,ECM2,ZBED3,SPARCL1,LPL,PDGFB,LAMB1,ENPP2,IGFBP7,PI16,QSOX1,MMP2,EFNA1,CXCL12,C1QBP,HNRNPA2B1,DAG1,NGRN,NAXE
GO:0050926	regulation of positive chemotaxis	0.0002255357978017689	0.0002255357978017689	+1	KDR,FGF10,VEGFA,VEGFB,CXCL12
GO:0007162	negative regulation of cell adhesion	0.00026695115949281004	0.00026695115949281004	+1	ANGPT1,POSTN,TNC,COL1A1,VEGFA,ADIPOQ,FGL2,LAMB1,ENPP2,MMP2,CXCL12
GO:1904752	regulation of vascular associated smooth muscle cell migration	0.00027418327151663784	0.00027418327151663784	+1	AGT,TAFA5,PCSK5,ADIPOQ,PDGFB
GO:0001934	positive regulation of protein phosphorylation	0.0002750145445485246	0.0002750145445485246	+1	ANGPT1,ANGPT4,AGT,VTN,KDR,FGF10,IGF2,IGF1,THPO,CTF1,VEGFA,ADIPOQ,PDGFB,ENPP2,VEGFB,EFNA1,DAG1
GO:0008217	regulation of blood pressure	0.0002918117702190228	0.0002918117702190228	+1	REN1,POSTN,AGT,KDR,ADAMTS16,COL1A2,NAMPT,ADIPOQ,RNLS
GO:0048660	regulation of smooth muscle cell proliferation	0.00030404342283344067	0.00030404342283344067	+1	AGT,RETN,TAFA5,IGF1,VEGFA,NAMPT,ADIPOQ,PDGFB,MMP2
GO:0016525	negative regulation of angiogenesis	0.0003330886618034348	0.0003330886618034348	+1	ANGPT4,PTN,AGT,COL4A3,TAFA5,ADAMTS9
GO:2000181	negative regulation of blood vessel morphogenesis	0.00037117778851167966	0.00037117778851167966	+1	ANGPT4,PTN,AGT,COL4A3,TAFA5,ADAMTS9
GO:0006950	response to stress	0.0003730287804222273	0.0003730287804222273	+1	ITIH4,SERPINA1A,ANGPT4,COL3A1,REN1,CFD,MASP1,PTN,ADAMTS12,ADAMTS4,AGT,VTN,MFAP4,INSL3,TRF,TFPI,TAFA5,KDR,TNC,LYZ1,FGF10,MMRN1,IL17RB,COL1A1,IGF2,C1QTNF12,IGF1,VEGFA,NAMPT,C2,HP,ADIPOQ,MMRN2,FGL2,LPL,PDGFB,VEGFB,MMP2,CXCL12,YBX1,C1QBP,DAG1
GO:1901343	negative regulation of vasculature development	0.00039152427590667416	0.00039152427590667416	+1	ANGPT4,PTN,AGT,COL4A3,TAFA5,ADAMTS9
GO:0038065	collagen-activated signaling pathway	0.0003940156417400446	0.0003940156417400446	+1	COL4A3,COL4A5,COL1A1,COL4A1
GO:0030947	regulation of vascular endothelial growth factor receptor signaling pathway	0.00042537215817992525	0.00042537215817992525	+1	ANGPT1,KDR,FGF10,MMRN2,VEGFB
GO:0048659	smooth muscle cell proliferation	0.0004358264715411211	0.0004358264715411211	+1	AGT,RETN,TAFA5,IGF1,VEGFA,NAMPT,ADIPOQ,PDGFB,MMP2
GO:0051336	regulation of hydrolase activity	0.0005062547498460973	0.0005062547498460973	+1	SERPINA3K,ITIH4,SERPINA3B,SERPINA1A,AGT,VTN,NPNT,APOC1,COL4A3,TFPI,COL28A1,ACRBP,IGF1,VEGFA,SERPINA3C,PCOLCE
GO:0050790	regulation of catalytic activity	0.0005229014558744268	0.0005229014558744268	+1	SERPINA3K,ITIH4,SERPINA3B,SERPINA1A,ANGPT1,ANGPT4,PTN,AGT,VTN,NPNT,APOC1,COL4A3,TFPI,KDR,COL28A1,CAP2
GO:1904738	vascular associated smooth muscle cell migration	0.0005286237450558126	0.0005286237450558126	+1	AGT,TAFA5,PCSK5,ADIPOQ,PDGFB
GO:0030949	positive regulation of vascular endothelial growth factor receptor signaling pathway	0.0005370638879199546	0.0005370638879199546	+1	ANGPT1,KDR,FGF10,VEGFB
GO:0071840	cellular component organization or biogenesis	0.0005436570944738926	0.0005436570944738926	+1	ANGPT1,LIPG,ANGPT4,COL3A1,PTN,POSTN,ELN,ADAMTS12,ADAMTS4,AGT,VTN,NPNT,APOC1,MFAP4,COL4A3,GFOD2,TRF,IL15RA,KDR,COL28A1,CAP2,TNC,COL4A5,FGF10,MMP17,ADAMTS15,ACRBP,COL1A1,ADAMTS9,ADAMTS16,IGF2,OLFML2B,IGF1,COL1A2,VEGFA,COL4A1,COL5A2,ADAMTS14,ADAMTS7,PCSK5,COL4A4,CHADL,KAZALD1,ADIPOQ,LUM,LAMA5,ECM2,ZBED3,SPARCL1,LPL,PDGFB,LAMB1,ENPP2,IGFBP7,PI16,QSOX1,MMP2,EFNA1,CXCL12,C1QBP,HNRNPA2B1,DAG1,NGRN,NAXE
GO:0043086	negative regulation of catalytic activity	0.0006246327530432044	0.0006246327530432044	+1	SERPINA3K,ITIH4,SERPINA3B,SERPINA1A,PTN,AGT,VTN,APOC1,TFPI,COL28A1
GO:0001974	blood vessel remodeling	0.0006356976269391996	0.0006356976269391996	+1	ELN,RSPO3,FGF10,IGF1,VEGFA
GO:0033002	muscle cell proliferation	0.0006597699054329023	0.0006597699054329023	+1	ANGPT1,AGT,RETN,TAFA5,IGF1,VEGFA,NAMPT,ADIPOQ,PDGFB,MMP2
GO:0050930	induction of positive chemotaxis	0.0008281527744813534	0.0008281527744813534	+1	FGF10,VEGFA,VEGFB,CXCL12
GO:1902531	regulation of intracellular signal transduction	0.0008602087193691178	0.0008602087193691178	+1	ANGPT1,COL3A1,REN1,AGT,NPNT,INSL3,KDR,BMPER,FGF10,FGFBP3,IGF2,C1QTNF12,IGF1,THPO,VEGFA,C1QTNF2,ADGRG1,ADIPOQ,PDGFB,VEGFB,EFNA1,CXCL12,C1QBP,DAG1
GO:0048608	reproductive structure development	0.00091146903541712	0.00091146903541712	+1	ANGPT1,REN1,RETN,INSL3,KDR,TNC,FGF10,IGF1,VEGFA,ADGRG1
GO:1902617	response to fluoride	0.0009693307165824422	0.0009693307165824422	+1	PON1,COL1A1,ASPN
GO:0001501	skeletal system development	0.001018573845170648	0.001018573845170648	+1	COL3A1,ADAMTS12,KDR,COL1A1,IGF1,THPO,COL1A2,VEGFA,COL5A2,ADAMTS7,PCSK5,CHADL
GO:0061458	reproductive system development	0.001035967046453295	0.001035967046453295	+1	ANGPT1,REN1,RETN,INSL3,KDR,TNC,FGF10,IGF1,VEGFA,ADGRG1
GO:0042692	muscle cell differentiation	0.0010361165436925093	0.0010361165436925093	+1	AGT,NPNT,FGF10,ADAMTS15,IGF2,IGF1,VEGFA,PDGFB,LAMB1,PI16,CXCL12,YBX1
GO:0050921	positive regulation of chemotaxis	0.001273674640446783	0.001273674640446783	+1	PTN,KDR,FGF10,VEGFA,PDGFB,VEGFB,CXCL12,C1QBP
GO:0014068	positive regulation of phosphatidylinositol 3-kinase signaling	0.001276404273038896	0.001276404273038896	+1	ANGPT1,AGT,KDR,IGF1,VEGFA,PDGFB
GO:0045597	positive regulation of cell differentiation	0.001290763556034924	0.001290763556034924	+1	PTN,AGT,NPNT,TRF,IL15RA,KDR,COL1A1,ADAMTS9,IGF1,THPO,VEGFA,ADIPOQ,LPL,LAMB1,ENPP2,CXCL12,C1QBP,DAG1
GO:0048661	positive regulation of smooth muscle cell proliferation	0.001305965240878558	0.001305965240878558	+1	AGT,RETN,IGF1,VEGFA,NAMPT,PDGFB,MMP2
GO:0019220	regulation of phosphate metabolic process	0.0013410719169192518	0.0013410719169192518	+1	ANGPT1,ANGPT4,AGT,VTN,NPNT,APOC1,TRF,KDR,BMPER,FGF10,IGF2,IGF1,THPO,CTF1,VEGFA,ADIPOQ,ZBED3,PDGFB,ENPP2,VEGFB,EFNA1,DAG1
GO:0051174	regulation of phosphorus metabolic process	0.0013568806410737084	0.0013568806410737084	+1	ANGPT1,ANGPT4,AGT,VTN,NPNT,APOC1,TRF,KDR,BMPER,FGF10,IGF2,IGF1,THPO,CTF1,VEGFA,ADIPOQ,ZBED3,PDGFB,ENPP2,VEGFB,EFNA1,DAG1
GO:0051248	negative regulation of protein metabolic process	0.0014513756448906638	0.0014513756448906638	+1	SERPINA3K,ITIH4,SERPINA3B,SERPINA1A,ANGPT1
GO:0010243	response to organonitrogen compound	0.0014906084656995493	0.0014906084656995493	+1	SERPINA1A,COL3A1,REN1,AGT,RETN,COL1A1,IGF2,C1QTNF12,IGF1,COL1A2,COL4A1,COL5A2,SERPINA3C,ADIPOQ,ZBED3,LPL,MMP2,CXCL12,YBX1,DAG1
GO:1903034	regulation of response to wounding	0.0015648604922815484	0.0015648604922815484	+1	PTN,VTN,INSL3,TFPI,TAFA5,MMRN1,PDGFB,VEGFB
GO:0061333	renal tubule morphogenesis	0.0015973578620039719	0.0015973578620039719	+1	AGT,NPNT,ADAMTS16,VEGFA,COL4A1,LAMA5
GO:1904705	regulation of vascular associated smooth muscle cell proliferation	0.0016221038266560457	0.0016221038266560457	+1	AGT,TAFA5,IGF1,ADIPOQ,PDGFB,MMP2
GO:0045596	negative regulation of cell differentiation	0.0016451663477714774	0.0016451663477714774	+1	PTN,POSTN,ADAMTS12,FGF10,IGF2,IGF1,VEGFA,COL5A2,ADAMTS7,CHADL,ADIPOQ,FGL2,PDGFB,PI16,EFNA1,YBX1
GO:0051247	positive regulation of protein metabolic process	0.0016497433430156558	0.0016497433430156558	+1	ANGPT1,ANGPT4,AGT,VTN,COL4A3,KDR,SPON1,FGF10,ACRBP,IGF2,IGF1,THPO,CTF1,VEGFA,PCOLCE,ADIPOQ,PDGFB,ENPP2,VEGFB,EFNA1,YBX1,DAG1,NGRN
GO:0061042	vascular wound healing	0.0017638004816780365	0.0017638004816780365	+1	TAFA5,KDR,VEGFA,VEGFB
GO:0007507	heart development	0.0018333399251795324	0.0018333399251795324	+1	ANGPT1,COL3A1,ELN,AGT,KDR,ADAMTS9,IGF1,VEGFA,PCSK5,CPE,PI16,VEGFB,MMP2,EFNA1
GO:0001569	branching involved in blood vessel morphogenesis	0.0018846629769564969	0.0018846629769564969	+1	ANGPT1,KDR,VEGFA,COL4A1,CXCL12
GO:0065008	regulation of biological quality	0.0020059788171970074	0.0020059788171970074	+1	ANGPT1,LIPG,COL3A1,REN1,PTN,POSTN,ELN,AGT,VTN,RETN,TRF,TFPI,KDR,FGF10,MMRN1,ADAMTS16,FGFBP3,IGF2,C1QTNF12,FABP5,IGF1,COL1A2,VEGFA,NAMPT,PCSK5,ADGRG1,CPE,ADIPOQ,RNLS,ZBED3,SPARCL1,LPL,PDGFB,DHRS11,LAMA4,MMP2,EFNA1,CXCL12,YBX1,DAG1
GO:1990874	vascular associated smooth muscle cell proliferation	0.0022482770554347617	0.0022482770554347617	+1	AGT,TAFA5,IGF1,ADIPOQ,PDGFB,MMP2
GO:0034097	response to cytokine	0.0024221538381049624	0.0024221538381049624	+1	ITIH4,SERPINA1A,ANGPT1,COL3A1,ADAMTS12,GREM2,NPNT,IL15RA,IL17RB,COL1A1,THPO,SERPINA3C,ADAMTS7,PCOLCE,ADIPOQ,PDGFB,MMP2,CXCL12,YBX1
GO:0001932	regulation of protein phosphorylation	0.0024553461141829025	0.0024553461141829025	+1	ANGPT1,ANGPT4,AGT,VTN,KDR,BMPER,FGF10,IGF2,IGF1,THPO,CTF1,VEGFA,ADIPOQ,ZBED3,PDGFB,ENPP2,VEGFB,EFNA1,DAG1
GO:0048014	Tie signaling pathway	0.0027329830655502016	0.0027329830655502016	+1	ANGPT1,ANGPT4
GO:0030323	respiratory tube development	0.002974193846504654	0.002974193846504654	+1	COL3A1,KDR,TNC,FGF10,IGF1,VEGFA,PCSK5,LAMA5,DAG1
GO:0006952	defense response	0.0032589458430399895	0.0032589458430399895	+1	ITIH4,SERPINA1A,CFD,MASP1,PTN,ADAMTS12,ADAMTS4,MFAP4,TRF,TNC,LYZ1,IL17RB,IGF2,C1QTNF12,IGF1,NAMPT,C2,HP,ADIPOQ,MMRN2,FGL2,LPL,CXCL12,C1QBP
GO:0048522	positive regulation of cellular process	0.0032951062496720247	0.0032951062496720247	+1	ANGPT1,ANGPT4,COL3A1,MASP1,PTN,POSTN,AGT,VTN,RSPO3,NPNT,RETN,INSL3,TRF,IL15RA,KDR,TNC,BMPER,FGF10,MMRN1,COL1A1,ADAMTS9,FGFBP3,IGF2,C1QTNF12,FABP5,IGF1,THPO,CTF1,EGFL7,VEGFA,NAMPT,PCSK5,C1QTNF2,ADGRG1,HP,ADIPOQ,LUM,ECM2,ZBED3,LPL,PDGFB,LAMB1,ENPP2,VEGFB,MMP2,EFNA1,CXCL12,YBX1,C1QBP,HNRNPA2B1,DAG1,NGRN,TCP1,KARS
GO:0042325	regulation of phosphorylation	0.0034746340660718323	0.0034746340660718323	+1	ANGPT1,ANGPT4,AGT,VTN,TRF,KDR,BMPER,FGF10,IGF2,IGF1,THPO,CTF1,VEGFA,ADIPOQ,ZBED3,PDGFB,ENPP2,VEGFB,EFNA1,DAG1
GO:0044057	regulation of system process	0.003610915473252709	0.003610915473252709	+1	REN1,AGT,NPNT,RETN,TRF,FGF10,FGFBP3,FABP5,IGF1,ADIPOQ,RNLS,PI16,MMP2,DAG1
GO:0061041	regulation of wound healing	0.0036205702592438617	0.0036205702592438617	+1	VTN,INSL3,TFPI,TAFA5,MMRN1,PDGFB,VEGFB
GO:0032102	negative regulation of response to external stimulus	0.003922463051856272	0.003922463051856272	+1	VTN,TFPI,TAFA5,MMRN1,IGF2,C1QTNF12,IGF1,ADIPOQ,FGL2,PDGFB,C1QBP
GO:0072073	kidney epithelium development	0.004281317297910447	0.004281317297910447	+1	AGT,NPNT,BMPER,ADAMTS16,VEGFA,ADIPOQ,LAMA5
GO:0007178	transmembrane receptor protein serine/threonine kinase signaling pathway	0.004860546172542823	0.004860546172542823	+1	COL3A1,GREM2,NPNT,TRF,KDR,BMPER,FGF10,ASPN,COL1A2
GO:0001657	ureteric bud development	0.005015730572590152	0.005015730572590152	+1	AGT,NPNT,BMPER,ADAMTS16,VEGFA,LAMA5
