GO.ID	Description	p.Val	FDR	Phenotype	Genes
GO:0008283	cell population proliferation	2.7929860679501496e-10	2.7929860679501496e-10	+1	CCL19,CTHRC1,LTA,COL3A1,PTN,TIMP1,SFRP4,CCL5,SFRP2,LIPG,SORL1,CLU,CLEC11A,FN1,DPP4,FST,MMP2,IFI30,SERPINB1A,ANG,ACE,FGF18,EDN1,WNT2,HPSE,TSLP,FGF7,CALR,ADAM17,CD40,SDCBP,IL4RA,ECM1,TRF,EFEMP2,EMILIN1,FAP,THPO,OGN,LOXL2,HMGB2,APOE,SPARC,HYAL1,NAMPT,SERPINF1,IL11RA1
GO:0001503	ossification	3.1063347450642543e-10	3.1063347450642543e-10	+1	CTHRC1,COL1A2,COL1A1,PTN,SFRP2,CLEC11A,LRRC17,MMP2,CTSK,IGSF10,FGF18,SPP1,ADAMTS12,CHSY1,CLEC3B,TNFAIP6,ECM1,DHH,BMP1,COL5A2,ASPN,SRGN
GO:0001501	skeletal system development	3.247189032237415e-10	3.247189032237415e-10	+1	COL1A2,COL3A1,COL1A1,TIMP1,SFRP4,SFRP2,LRRC17,HAPLN4,FST,MMP2,CTSK,FGF18,EDN1,ADAMTS12,CHSY1,FBN1,ECM1,BMP1,THPO,LOXL2,COL5A2,SPARC,HYAL1,NINJ1,PCSK5
GO:0048514	blood vessel morphogenesis	5.193280566097329e-10	5.193280566097329e-10	+1	COL3A1,PTN,CCL5,SFRP2,C3,FN1,MMP2,ANG,ACE,FGF18,EDN1,HPSE,CD40,ECM1,EFEMP2,EMILIN1,FAP,MMP19,LOXL2,APOE,SPARC,HYAL1,SERPINF1,NINJ1,DCN,CXCL12,JAM3,NAXE
GO:0001817	regulation of cytokine production	5.605997365532009e-10	5.605997365532009e-10	+1	CCL19,LTA,IL1R2,POSTN,CCL5,PGLYRP2,C3,LUM,SORL1,CLU,FN1,SPON2,SSC5D,SERPINB1A,PGLYRP1,HPSE,TSLP,HSP90AB1,IL16,ADAM17,CD40,IL4RA,GSDMD,CD14,HMGB2,ABCD1,SRGN,LAG3,CHID1,C1QBP
GO:0009719	response to endogenous stimulus	5.646424897717873e-10	5.646424897717873e-10	+1	CCL21A,CCL19,CXCL13,COL1A2,COL3A1,COL1A1,TIMP1,SFRP4,SFRP2,SORL1,FST,MMP2,CTSS,ANG,ACE,FGF18,EDN1,WNT2,SPP1,ADAMTS12,FSTL1,FGF7,GREM2,CLEC3B,FBN1,HSP90AB1,CALR,ADAM17,SDCBP,TNFAIP6,DHH,EMILIN1,MMP19,GPI1,COL5A2,HMGB2,APOE,HYAL1,C1QTNF12,ASPN,SERPINF1,NUCB2,PLAT,YBX1,CTSB,CXCL12
GO:0050920	regulation of chemotaxis	6.697598364557291e-10	6.697598364557291e-10	+1	CCL21A,CCL19,CXCL13,PTN,CCL5,FN1,DPP4,PLA2G7,FGF18,EDN1,CALR,IL16,ADAM17,TNFAIP6,NINJ1,CXCL12,JAM3,C1QBP
GO:0097529	myeloid leukocyte migration	7.763046705457573e-10	7.763046705457573e-10	+1	CCL21A,CCL19,CCL22,CXCL13,CCL5,CCL6,DPP4,PLA2G7,CCL9,EDN1,SPP1,CCL8,TNFAIP6,EMILIN1,NINJ1,CXCL12,JAM3,C1QBP
GO:0006935	chemotaxis	8.812259699354819e-10	8.812259699354819e-10	+1	CCL21A,CCL19,CCL22,CXCL13,PTN,CCL5,CCL6,FN1,DPP4,PLA2G7,CCL9,FGF18,EDN1,SPP1,CCL8,FGF7,CALR,IL16,ADAM17,TNFAIP6,CHL1,HMGB2,NINJ1,LAMA2,CXCL12,JAM3,C1QBP
GO:0071621	granulocyte chemotaxis	8.848322429731672e-10	8.848322429731672e-10	+1	CCL21A,CCL19,CCL22,CXCL13,CCL5,CCL6,DPP4,CCL9,EDN1,SPP1,CCL8
GO:0045087	innate immune response	9.177744052075707e-10	9.177744052075707e-10	+1	CCL21A,CCL19,CCL22,CCL5,CCL6,C3,RNASE6,DPP4,SPON2,SSC5D,CCL9,CFP,SERPINB1A,ANG,C1QA,CFD,RNASET2B,EDN1,CCL8,PGLYRP1,LY86,C1QB,CD40,C1QC,WFDC21,GSDMD,CD14,HMGB2,APOE
GO:0042330	taxis	9.507806543898577e-10	9.507806543898577e-10	+1	CCL21A,CCL19,CCL22,CXCL13,PTN,CCL5,CCL6,FN1,DPP4,PLA2G7,CCL9,FGF18,EDN1,SPP1,CCL8,FGF7,CALR,IL16,ADAM17,TNFAIP6,CHL1,HMGB2,NINJ1,LAMA2,CXCL12,JAM3,C1QBP
GO:0048522	positive regulation of cellular process	9.719890088672126e-10	9.719890088672126e-10	+1	CCL21A,CCL19,CTHRC1,LTA,CCL22,CXCL13,POSTN,COL3A1,COL1A1,PTN,TIMP1,SFRP4,CCL5,SFRP2,CCL6,MMP3,C3,LUM,SORL1,CLU,CLEC11A,FN1,DPP4,IGFBP6,MMP2,CD5L,PLA2G7,CTSS,DKK2,CST7,CCL9,CFP,ANG,C1QA,ACE,FGF18,EDN1,WNT2,SPP1,CCL8,HPSE,LY86,CHSY1,TSLP,FGF7,IL15RA,FBN1,HSP90AB1,CTSD,CALR,ADAM17,CD40,SDCBP,IL4RA,TNFAIP6,ECM1,HP,TRF,EFEMP2,GZMA,EMILIN1,FAP,GPI1,THPO,CD14,LOXL2,LOXL3,HMGB2,APOE,SPARC,HYAL1,C1QTNF12,VTN,NAMPT,ABCD1,SERPINF1,IL11RA1,NINJ1,FABP5,NUCB2,CD63,DCN,PCSK5,LAMA2,FLT3L,YBX1,LAG3,LAMB1,CYB5D2,CXCL12,JAM3,HNRNPA2B1,C1QBP,PPT1,KARS,HDGF
GO:1990266	neutrophil migration	1.0526523988515408e-9	1.0526523988515408e-9	+1	CCL21A,CCL19,CCL22,CXCL13,CCL5,CCL6,DPP4,CCL9,EDN1,SPP1,CCL8
GO:0051093	negative regulation of developmental process	1.7196437418859182e-9	1.7196437418859182e-9	+1	POSTN,PTN,SFRP2,PGLYRP2,SORL1,LRRC17,FST,FGL2,CTSK,CCL9,PI16,PGLYRP1,ADAMTS12,FBN1,CALR,IL4RA,TNFAIP6,ECM1,C1QC,EMILIN1,LOXL2,LOXL3,COL5A2,APOE,SPARC,ASPN,SERPINF1,CPE,NUCB2,COL5A1,SRGN,DCN,YBX1,LAG3
GO:0001667	ameboidal-type cell migration	1.8399929456759895e-9	1.8399929456759895e-9	+1	CXCL13,PTN,TIMP1,FN1,DPP4,FGF18,EDN1,FSTL1,FGF7,CALR,ADAM17,CD40,FAP,GPI1,LOXL2,APOE,SPARC,HYAL1,SERPINF1,CD63,DCN,CXCL12,C1QBP
GO:0009967	positive regulation of signal transduction	2.381807264982662e-9	2.381807264982662e-9	+1	CCL21A,CCL19,CCL22,COL3A1,COL1A1,SFRP4,CCL5,SFRP2,CCL6,C3,SORL1,CLU,FN1,IGFBP6,DKK2,CCL9,FGF18,EDN1,CCL8,HPSE,LY86,CHSY1,TSLP,HSP90AB1,CALR,ADAM17,CD40,SDCBP,THPO,CD14,LOXL3,APOE,C1QTNF12,NINJ1,FABP5,CD63,DCN,PCSK5,LAMA2,LAMB1,CXCL12,C1QBP
GO:0050789	regulation of biological process	2.6448643373381156e-9	2.6448643373381156e-9	+1	CPZ,CCL21A,IL22RA2,CCL19,CTHRC1,LTA,CCL22,CXCL13,COL1A2,IL1R2,PON1,POSTN,COL3A1,COL1A1,PTN,TIMP1,SFRP4,CCL5,SFRP2,PGLYRP2,CCL6,MMP3,C3,ANGPTL1,LUM,LIPG,SORL1,CLU,CLEC11A,APOC1,FN1,OLFML2B,DPP4,LRRC17,SPON2,FST,IGFBP6,MMP2,CD5L,IFI30,PCOLCE,FGL2,PLA2G7,CTSS,DKK2,SSC5D,CTSK,LGI3,CST7,CCL9,CFP,SERPINB1A,ANG,C1QA,ACE,PRXL2A,SEMA3B,COL4A5,IGSF10,PI16,IDE,CD48,ANGPTL8,CFD,FGF18,EDN1,WNT2,SPP1,AEBP1,CCL8,PGLYRP1,HPSE,ADAMTS12,LY86,COL14A1,CHSY1,ACRBP,FSTL1,TSLP,FGF7,GREM2,IL15RA,ELN,FBN1,ORM1,ORM3,HSP90AB1,ST3GAL1,CTSD,CALR,C1QB,IL16,ADAM17,CD40,SDCBP,IL4RA,TNFAIP6,ECM1,DHH,C1QC,HP,BMP1,TRF,EFEMP2,ADAMTS14,GZMA,WFDC21,EMILIN1,FAP,GPI1,GSDMD,MILR1,THPO,OGN,CHL1,CD14,LOXL2,LOXL3,COL5A2,HMGB2,APOE,SPARC,HYAL1,C1QTNF12,VTN,ASPN,NAMPT,ABCD1,SERPINF1,IL11RA1,NINJ1,FABP5,CPE,NUCB2,COL5A1,SRGN,CD63,PLAT,DCN,PCSK5,LAMA2,FLT3L,PON3,YBX1,LAG3,LAMB1,C1RL,CTSB,CYB5D2,CXCL12,JAM3,HNRNPA2B1,CHID1,C1QBP,NAXE,PPT1
GO:0051336	regulation of hydrolase activity	2.7078865199186365e-9	2.7078865199186365e-9	+1	CCL21A,CCL19,CCL22,CXCL13,TIMP1,CCL5,SFRP2,CCL6,C3,SORL1,APOC1,FN1,PCOLCE,CST7,CCL9,SERPINB1A,ANG,PI16,ANGPTL8,CCL8,ACRBP,HSP90AB1,CTSD,CD40,ECM1,GZMA,WFDC21,GPI1,HMGB2,VTN,SERPINF1
GO:0071363	cellular response to growth factor stimulus	2.891757271132925e-9	2.891757271132925e-9	+1	CXCL13,COL1A2,COL3A1,COL1A1,SFRP4,SFRP2,SORL1,FST,FGF18,EDN1,WNT2,ADAMTS12,FSTL1,FGF7,GREM2,CLEC3B,FBN1,HSP90AB1,ADAM17,SDCBP,TNFAIP6,EMILIN1,SPARC,HYAL1,ASPN,CD63,DCN
GO:0035295	tube development	3.5878920428073026e-9	3.5878920428073026e-9	+1	CTHRC1,COL3A1,PTN,CCL5,SFRP2,C3,FN1,MMP2,ANG,ACE,FGF18,EDN1,WNT2,SPP1,HPSE,ADAMTS12,FGF7,CD40,ECM1,EFEMP2,EMILIN1,FAP,MMP19,LOXL2,LOXL3,APOE,SPARC,HYAL1,SERPINF1,NINJ1,DCN,PCSK5,ADAMTS2,CXCL12,JAM3,NAXE
GO:0001525	angiogenesis	3.5963929286496573e-9	3.5963929286496573e-9	+1	PTN,CCL5,SFRP2,C3,FN1,MMP2,ANG,ACE,FGF18,EDN1,HPSE,CD40,ECM1,EMILIN1,FAP,MMP19,LOXL2,SPARC,HYAL1,SERPINF1,NINJ1,DCN,CXCL12,JAM3,NAXE
GO:0042127	regulation of cell population proliferation	4.086389568830695e-9	4.086389568830695e-9	+1	CCL19,CTHRC1,LTA,PTN,TIMP1,SFRP4,CCL5,SFRP2,CLU,CLEC11A,FN1,DPP4,MMP2,IFI30,ANG,ACE,FGF18,EDN1,WNT2,HPSE,TSLP,FGF7,CALR,ADAM17,CD40,SDCBP,IL4RA,ECM1,TRF,EFEMP2,EMILIN1,FAP,THPO,OGN,HMGB2,APOE,SPARC,HYAL1,NAMPT,SERPINF1,IL11RA1
GO:0030155	regulation of cell adhesion	6.117800287011553e-9	6.117800287011553e-9	+1	CCL21A,CCL19,CXCL13,POSTN,COL1A1,PTN,CCL5,FN1,DPP4,MMP2,FGL2,SPP1,HPSE,CALR,IL4RA,EFEMP2,EMILIN1,LOXL3,HYAL1,VTN,NINJ1,CD63,PCSK5,LAMA2,LAG3,LAMB1,CXCL12,JAM3,C1QBP
GO:0034097	response to cytokine	6.241964920349434e-9	6.241964920349434e-9	+1	CCL21A,IL22RA2,CCL19,CCL22,CXCL13,IL1R2,COL3A1,COL1A1,TIMP1,CCL5,CCL6,FN1,MMP2,PCOLCE,CCL9,EDN1,SPP1,CCL8,ADAMTS12,TSLP,GREM2,IL15RA,HSP90AB1,ADAM17,CD40,IL4RA,ECM1,WFDC21,THPO,CD14,HYAL1,IL11RA1,YBX1,ADAM23,CXCL12,HDGF
GO:0002685	regulation of leukocyte migration	6.3412052212196125e-9	6.3412052212196125e-9	+1	CCL21A,CCL19,CXCL13,PTN,CCL5,DPP4,PLA2G7,EDN1,CALR,ADAM17,TNFAIP6,ECM1,EMILIN1,NINJ1,CXCL12,JAM3,C1QBP
GO:0070848	response to growth factor	7.278353305944484e-9	7.278353305944484e-9	+1	CXCL13,COL1A2,COL3A1,COL1A1,SFRP4,SFRP2,SORL1,FST,FGF18,EDN1,WNT2,ADAMTS12,FSTL1,FGF7,GREM2,CLEC3B,FBN1,HSP90AB1,ADAM17,SDCBP,TNFAIP6,EMILIN1,SPARC,HYAL1,ASPN,CD63,DCN
GO:0010631	epithelial cell migration	8.213191296185331e-9	8.213191296185331e-9	+1	CXCL13,PTN,DPP4,FGF18,FSTL1,FGF7,CALR,ADAM17,CD40,FAP,GPI1,LOXL2,APOE,SPARC,HYAL1,SERPINF1,CD63,DCN,CXCL12
GO:0097530	granulocyte migration	9.186084491715804e-9	9.186084491715804e-9	+1	CCL21A,CCL19,CCL22,CXCL13,CCL5,CCL6,DPP4,CCL9,EDN1,SPP1,CCL8
GO:0051716	cellular response to stimulus	9.226803201029685e-9	9.226803201029685e-9	+1	CPZ,CCL21A,IL22RA2,CCL19,CTHRC1,LTA,CCL22,CXCL13,COL1A2,IL1R2,POSTN,COL3A1,COL1A1,PTN,TIMP1,SFRP4,CCL5,SFRP2,CCL6,MMP3,C3,ANGPTL1,SORL1,CLU,CLEC11A,FN1,OLFML2B,DPP4,SPON2,FST,IGFBP6,MMP2,PCOLCE,PLA2G7,CTSS,DKK2,CCL9,ACE,PRXL2A,SEMA3B,COL4A5,CD48,ANGPTL8,CFD,FGF18,EDN1,WNT2,SPP1,CCL8,PGLYRP1,HPSE,ADAMTS12,LY86,CHSY1,FSTL1,TSLP,FGF7,GREM2,IL15RA,CLEC3B,FBN1,HSP90AB1,CALR,IL16,ADAM17,CD40,SDCBP,IL4RA,TNFAIP6,ECM1,DHH,HP,BMP1,TRF,GPX3,ADAMTS14,GZMA,EMILIN1,GPI1,GSDMD,MILR1,THPO,OGN,CHL1,CD14,LOXL3,COL5A2,HMGB2,APOE,SPARC,HYAL1,C1QTNF12,ASPN,NAMPT,ABCD1,SERPINF1,IL11RA1,NINJ1,FABP5,CPE,NUCB2,SRGN,CD63,PLAT,DCN,PCSK5,LAMA2,FLT3L,PON3,YBX1,LAG3,LAMB1,CTSB,ADAM23,CXCL12,JAM3
GO:0090132	epithelium migration	9.709703109221671e-9	9.709703109221671e-9	+1	CXCL13,PTN,DPP4,FGF18,FSTL1,FGF7,CALR,ADAM17,CD40,FAP,GPI1,LOXL2,APOE,SPARC,HYAL1,SERPINF1,CD63,DCN,CXCL12
GO:0090130	tissue migration	1.3496664087655127e-8	1.3496664087655127e-8	+1	CXCL13,PTN,DPP4,FGF18,FSTL1,FGF7,CALR,ADAM17,CD40,FAP,GPI1,LOXL2,APOE,SPARC,HYAL1,SERPINF1,CD63,DCN,CXCL12
GO:0008284	positive regulation of cell population proliferation	1.3666630505117309e-8	1.3666630505117309e-8	+1	CCL19,CTHRC1,LTA,PTN,TIMP1,CCL5,SFRP2,CLU,CLEC11A,FN1,DPP4,MMP2,ANG,FGF18,EDN1,WNT2,HPSE,TSLP,FGF7,CALR,ADAM17,CD40,SDCBP,ECM1,TRF,THPO,HMGB2,HYAL1,NAMPT,IL11RA1,FLT3L,YBX1,CXCL12
GO:0050921	positive regulation of chemotaxis	1.3715384408257462e-8	1.3715384408257462e-8	+1	CCL21A,CCL19,CXCL13,PTN,CCL5,FN1,PLA2G7,FGF18,EDN1,CALR,IL16,ADAM17
GO:0031347	regulation of defense response	1.4187992242990861e-8	1.4187992242990861e-8	+1	IL22RA2,LTA,CCL5,PGLYRP2,C3,DPP4,FGL2,CTSS,CST7,SERPINB1A,ACE,PGLYRP1,HPSE,ADAMTS12,TSLP,IL16,TNFAIP6,EMILIN1,HMGB2,APOE,C1QTNF12,SERPINF1,NINJ1,LAG3,C1QBP,KARS
GO:0048247	lymphocyte chemotaxis	1.5283201411111997e-8	1.5283201411111997e-8	+1	CCL21A,CCL19,CCL22,CXCL13,CCL5,CCL6,CCL9,CCL8,ADAM17
GO:0035239	tube morphogenesis	1.592618294647725e-8	1.592618294647725e-8	+1	CTHRC1,COL3A1,PTN,CCL5,SFRP2,C3,FN1,MMP2,ANG,ACE,FGF18,EDN1,WNT2,HPSE,ADAMTS12,CD40,ECM1,EFEMP2,EMILIN1,FAP,MMP19,LOXL2,APOE,SPARC,HYAL1,SERPINF1,NINJ1,DCN,CXCL12,JAM3,NAXE
GO:0070098	chemokine-mediated signaling pathway	1.6842476496211957e-8	1.6842476496211957e-8	+1	CCL21A,CCL19,CCL22,CXCL13,CCL5,CCL6,CCL9,EDN1,CCL8
GO:0002684	positive regulation of immune system process	1.6958608050909295e-8	1.6958608050909295e-8	+1	CCL21A,CCL19,LTA,CXCL13,PTN,CCL5,C3,DPP4,SPON2,CD5L,PLA2G7,CFP,C1QA,CFD,EDN1,TSLP,IL15RA,CALR,C1QB,ADAM17,CD40,IL4RA,C1QC,GPI1,HMGB2,NINJ1,FLT3L,LAG3,C1RL,CXCL12,JAM3,C1QBP,KARS
GO:0090287	regulation of cellular response to growth factor stimulus	2.0025423183006496e-8	2.0025423183006496e-8	+1	CXCL13,SFRP4,SFRP2,SORL1,FST,FGF18,ADAMTS12,FSTL1,GREM2,FBN1,HSP90AB1,ADAM17,SDCBP,TNFAIP6,EMILIN1,ASPN,CD63,DCN
GO:0031589	cell-substrate adhesion	2.0255288235573608e-8	2.0255288235573608e-8	+1	CCL21A,POSTN,COL3A1,COL1A1,PTN,FN1,SNED1,SPP1,HPSE,ADAMTS12,CALR,EFEMP2,EMILIN1,VTN,NINJ1,CD63,PCSK5,LAMB1,JAM3,C1QBP
GO:0009966	regulation of signal transduction	2.5880032445634566e-8	2.5880032445634566e-8	+1	CCL21A,CCL19,CTHRC1,CCL22,IL1R2,POSTN,COL3A1,COL1A1,TIMP1,SFRP4,CCL5,SFRP2,CCL6,C3,SORL1,CLU,FN1,FST,IGFBP6,DKK2,CCL9,FGF18,EDN1,CCL8,HPSE,ADAMTS12,LY86,CHSY1,FSTL1,TSLP,GREM2,FBN1,HSP90AB1,CALR,ADAM17,CD40,SDCBP,TNFAIP6,ECM1,EMILIN1,THPO,CD14,LOXL3,HMGB2,APOE,C1QTNF12,ASPN,NINJ1,FABP5,NUCB2,CD63,DCN,PCSK5,LAMA2,YBX1,LAMB1,CXCL12,C1QBP
GO:0050727	regulation of inflammatory response	2.716827126970302e-8	2.716827126970302e-8	+1	IL22RA2,LTA,CCL5,PGLYRP2,C3,CTSS,CST7,ACE,PGLYRP1,HPSE,ADAMTS12,TSLP,IL16,TNFAIP6,APOE,C1QTNF12,SERPINF1,NINJ1
GO:0071674	mononuclear cell migration	3.237811401164345e-8	3.237811401164345e-8	+1	CCL21A,CCL19,CCL22,CXCL13,CCL5,CCL6,PLA2G7,CCL9,CCL8,CALR,ADAM17,ECM1,NINJ1,CXCL12,C1QBP
GO:0080134	regulation of response to stress	3.587307283345851e-8	3.587307283345851e-8	+1	CCL21A,IL22RA2,CCL19,LTA,PTN,SFRP4,CCL5,SFRP2,PGLYRP2,C3,CLU,DPP4,IGFBP6,FGL2,CTSS,CST7,SERPINB1A,ACE,PGLYRP1,HPSE,ADAMTS12,TSLP,IL16,ADAM17,TNFAIP6,EMILIN1,HMGB2,APOE,C1QTNF12,VTN,ABCD1,SERPINF1,NINJ1,PLAT,LAG3,CXCL12,C1QBP,KARS
GO:0010647	positive regulation of cell communication	3.7443812401699433e-8	3.7443812401699433e-8	+1	CCL21A,CCL19,CCL22,COL3A1,COL1A1,PTN,SFRP4,CCL5,SFRP2,CCL6,C3,SORL1,CLU,FN1,IGFBP6,DKK2,CCL9,FGF18,EDN1,SPP1,CCL8,HPSE,LY86,CHSY1,TSLP,HSP90AB1,CALR,ADAM17,CD40,SDCBP,THPO,CD14,LOXL3,APOE,C1QTNF12,NINJ1,FABP5,NUCB2,CD63,DCN,PCSK5,LAMA2,LAMB1,CXCL12,C1QBP
GO:0023056	positive regulation of signaling	4.1536743588748e-8	4.1536743588748e-8	+1	CCL21A,CCL19,CCL22,COL3A1,COL1A1,PTN,SFRP4,CCL5,SFRP2,CCL6,C3,SORL1,CLU,FN1,IGFBP6,DKK2,CCL9,FGF18,EDN1,SPP1,CCL8,HPSE,LY86,CHSY1,TSLP,HSP90AB1,CALR,ADAM17,CD40,SDCBP,THPO,CD14,LOXL3,APOE,C1QTNF12,NINJ1,FABP5,NUCB2,CD63,DCN,PCSK5,LAMA2,LAMB1,CXCL12,C1QBP
GO:0071345	cellular response to cytokine stimulus	4.371385965358116e-8	4.371385965358116e-8	+1	CCL21A,IL22RA2,CCL19,CCL22,CXCL13,IL1R2,COL1A1,CCL5,CCL6,FN1,MMP2,PCOLCE,CCL9,EDN1,SPP1,CCL8,ADAMTS12,TSLP,GREM2,IL15RA,HSP90AB1,ADAM17,CD40,IL4RA,ECM1
GO:0048534	hematopoietic or lymphoid organ development	4.926610555571223e-8	4.926610555571223e-8	+1	CCL21A,CCL19,LTA,CXCL13,PTN,CCL5,SFRP2,PGLYRP2,DPP4,LRRC17,FST,FGL2,ACE,PRXL2A,PGLYRP1,IL15RA,FBN1,ST3GAL1,MFAP5,ADAM17,IL4RA,TNFAIP6,C1QC,TRF,THPO,LOXL3,HMGB2,IL11RA1,NINJ1,FLT3L,LAG3,JAM3
GO:0002520	immune system development	5.024932899028558e-8	5.024932899028558e-8	+1	CCL21A,CCL19,LTA,CXCL13,PTN,CCL5,SFRP2,PGLYRP2,DPP4,LRRC17,FST,FGL2,ACE,PRXL2A,PGLYRP1,IL15RA,FBN1,ST3GAL1,MFAP5,ADAM17,CD40,IL4RA,TNFAIP6,C1QC,TRF,THPO,LOXL3,HMGB2,IL11RA1,NINJ1,FLT3L,LAG3,JAM3
GO:1990869	cellular response to chemokine	5.292540597392512e-8	5.292540597392512e-8	+1	CCL21A,CCL19,CCL22,CXCL13,CCL5,CCL6,CCL9,EDN1,CCL8
GO:1990868	response to chemokine	5.292540597392512e-8	5.292540597392512e-8	+1	CCL21A,CCL19,CCL22,CXCL13,CCL5,CCL6,CCL9,EDN1,CCL8
GO:0002548	monocyte chemotaxis	5.321969811832197e-8	5.321969811832197e-8	+1	CCL21A,CCL19,CCL22,CCL5,CCL6,PLA2G7,CCL9,CCL8
GO:0043542	endothelial cell migration	6.851939966898089e-8	6.851939966898089e-8	+1	CXCL13,PTN,DPP4,FGF18,FSTL1,CALR,ADAM17,CD40,FAP,GPI1,LOXL2,APOE,SPARC,SERPINF1,DCN,CXCL12
GO:0045785	positive regulation of cell adhesion	7.515502501282642e-8	7.515502501282642e-8	+1	CCL21A,CCL19,CXCL13,PTN,CCL5,FN1,DPP4,SPP1,HPSE,CALR,IL4RA,EFEMP2,EMILIN1,HYAL1,VTN,NINJ1,CD63,PCSK5,LAMA2,LAMB1,CXCL12,C1QBP
GO:0034612	response to tumor necrosis factor	9.321763548234007e-8	9.321763548234007e-8	+1	CCL21A,CCL19,CCL22,COL1A1,CCL5,CCL6,CCL9,EDN1,CCL8,ADAMTS12,ADAM17,CD40,WFDC21,CD14,HYAL1
GO:0019221	cytokine-mediated signaling pathway	9.593429591270345e-8	9.593429591270345e-8	+1	CCL21A,IL22RA2,CCL19,CCL22,CXCL13,IL1R2,CCL5,CCL6,CCL9,EDN1,CCL8,TSLP,GREM2,IL15RA,ADAM17,IL4RA,ECM1
GO:0019730	antimicrobial humoral response	1.1077149007348004e-7	1.1077149007348004e-7	+1	CCL21A,CCL19,CCL22,CXCL13,RNASE6,SPON2,ANG,CCL8,PGLYRP1,TSLP,TRF,WFDC21
GO:0010646	regulation of cell communication	1.261998915164551e-7	1.261998915164551e-7	+1	CCL21A,CCL19,CTHRC1,CCL22,IL1R2,POSTN,COL3A1,COL1A1,PTN,TIMP1,SFRP4,CCL5,SFRP2,CCL6,C3,SORL1,CLU,FN1,FST,IGFBP6,DKK2,CCL9,ACE,FGF18,EDN1,SPP1,CCL8,HPSE,ADAMTS12,LY86,CHSY1,FSTL1,TSLP,GREM2,FBN1,HSP90AB1,CALR,ADAM17,CD40,SDCBP,TNFAIP6,ECM1,EMILIN1,THPO,CD14,LOXL3,HMGB2,APOE,C1QTNF12,ASPN,NINJ1,FABP5,NUCB2,SRGN,CD63,PLAT,DCN,PCSK5,LAMA2,YBX1,LAMB1,CXCL12,C1QBP
GO:0023051	regulation of signaling	1.4062245254974262e-7	1.4062245254974262e-7	+1	CCL21A,CCL19,CTHRC1,CCL22,IL1R2,POSTN,COL3A1,COL1A1,PTN,TIMP1,SFRP4,CCL5,SFRP2,CCL6,C3,SORL1,CLU,FN1,FST,IGFBP6,DKK2,CCL9,ACE,FGF18,EDN1,SPP1,CCL8,HPSE,ADAMTS12,LY86,CHSY1,FSTL1,TSLP,GREM2,FBN1,HSP90AB1,CALR,ADAM17,CD40,SDCBP,TNFAIP6,ECM1,EMILIN1,THPO,CD14,LOXL3,HMGB2,APOE,C1QTNF12,ASPN,NINJ1,FABP5,NUCB2,SRGN,CD63,PLAT,DCN,PCSK5,LAMA2,YBX1,LAMB1,CXCL12,C1QBP
GO:0032963	collagen metabolic process	1.4877407387221045e-7	1.4877407387221045e-7	+1	COL1A2,COL1A1,FN1,MMP2,CTSS,CTSK,EMILIN1,FAP,MMP19,COL5A1,ADAMTS2,CTSB
GO:0097435	supramolecular fiber organization	1.9374041998249445e-7	1.9374041998249445e-7	+1	CCL21A,COL1A2,COL3A1,COL1A1,SFRP2,LUM,CLU,ANG,EDN1,AEBP1,ADAMTS12,COL14A1,ELN,HSP90AB1,MFAP5,TNFAIP6,TRF,EFEMP2,ADAMTS14,EMILIN1,LOXL2,LOXL3,COL5A2,APOE
GO:0007167	enzyme-linked receptor protein signaling pathway	2.7569849176513735e-7	2.7569849176513735e-7	+1	COL1A2,COL3A1,COL1A1,SFRP4,SFRP2,ANGPTL1,SORL1,FST,IGFBP6,COL4A5,FGF18,ADAMTS12,FSTL1,FGF7,GREM2,FBN1,HSP90AB1,ADAM17,SDCBP,TNFAIP6,TRF,EMILIN1,C1QTNF12,ASPN,NUCB2,CD63,PLAT,DCN,YBX1
GO:0065008	regulation of biological quality	2.874327745358692e-7	2.874327745358692e-7	+1	CCL21A,CCL19,CXCL13,COL1A2,POSTN,COL3A1,PTN,SFRP4,CCL5,C3,LIPG,CLU,FN1,MMP2,IFI30,CTSS,CTSK,SERPINB1A,ACE,NAPSA,CNP,IDE,ANGPTL8,EDN1,SPP1,CCL8,HPSE,COL14A1,FSTL1,FGF7,DHRS11,ELN,FBN1,HSP90AB1,CALR,ADAM17,CD40,IL4RA,SCPEP1,TRF,RNPEP,CRISPLD1,EMILIN1,GPI1,CP,HMGB2,APOE,SPARC,C1QTNF12,VTN,NAMPT,ABCD1,SERPINF1,CPQ,FABP5,CPE,NUCB2,SRGN,NPC2,PLAT,DCN,PCSK5,FLT3L,YBX1,CTSB,CXCL12,JAM3
GO:0072676	lymphocyte migration	3.0031696327350686e-7	3.0031696327350686e-7	+1	CCL21A,CCL19,CCL22,CXCL13,CCL5,CCL6,CCL9,CCL8,ADAM17,ECM1
