"EnrichmentMap::Colouring (scat_d_en)","EnrichmentMap::ES (scat_d_en)","EnrichmentMap::fdr_qvalue (scat_d_en)","EnrichmentMap::fwer_qvalue (scat_d_en)","EnrichmentMap::Genes","EnrichmentMap::GS_DESCR","EnrichmentMap::gs_size","EnrichmentMap::GS_Type","EnrichmentMap::Name","EnrichmentMap::NES (scat_d_en)","EnrichmentMap::pvalue (scat_d_en)","MCODE::Clusters (1)","MCODE::Node Status (1)","MCODE::Score (1)","name","selected","shared name"
"0.99700357252301",,"0.0029964274769900077",,"TRF|CCL21A|ADAM17|CD40|CCL19|CCL5|SFRP2|C3|FGF18|CLU|FGF7|FBN1|HSP90AB1|SDCBP|ACE|ANG|EDN1|TSLP","positive regulation of phosphate metabolic process","18","ENR","GO:0045937","1.0","0.0029964274769900077","Cluster 1","Clustered","95.02505157677572","GO:0045937","false","GO:0045937"
"0.9997921596263597",,"2.0784037364035104E-4",,"PLAT|CCL21A|CCL19|CXCL12|NUCB2|TIMP1|COL3A1|COL1A1|MMP2|CTSS|ACE|MMP19|DHH|SORL1|CTSB|HMGB2|C1QTNF12|SPP1|SERPINF1|FBN1|CALR|YBX1|GPI1|ANG|EDN1","response to hormone","25","ENR","GO:0009725","1.0","2.0784037364035104E-4","Cluster 4","Clustered","67.89054325955735","GO:0009725","false","GO:0009725"
"0.9999999976181927",,"2.381807264982662E-9",,"CCL21A|DCN|CCL19|CCL22|CXCL12|C1QBP|CCL5|COL3A1|COL1A1|CCL6|SFRP2|C3|CLU|FN1|IGFBP6|CCL9|PCSK5|CCL8|HPSE|LY86|TSLP|ADAM17|LAMA2|CD40|LAMB1|SFRP4|SORL1|CD14|LOXL3|APOE|DKK2|FGF18|C1QTNF12|CHSY1|NINJ1|HSP90AB1|CALR|SDCBP|THPO|EDN1|FABP5|CD63","positive regulation of signal transduction","42","ENR","GO:0009967","1.0","2.381807264982662E-9","Cluster 1","Clustered","92.4853228962818","GO:0009967","false","GO:0009967"
"0.9999999741199675",,"2.5880032445634566E-8",,"CCL21A|DCN|CCL19|CCL22|IL1R2|NUCB2|TIMP1|CCL5|CCL6|C3|CLU|FN1|CTHRC1|IGFBP6|CCL9|FSTL1|PCSK5|CCL8|HPSE|ADAMTS12|LY86|TSLP|ADAM17|CD40|TNFAIP6|ECM1|CD14|LOXL3|HMGB2|APOE|DKK2|C1QTNF12|GREM2|NINJ1|YBX1|EDN1|EMILIN1|CXCL12|C1QBP|POSTN|COL3A1|COL1A1|SFRP2|LAMA2|LAMB1|SFRP4|SORL1|FST|FGF18|CHSY1|FBN1|HSP90AB1|CALR|SDCBP|THPO|ASPN|FABP5|CD63","regulation of signal transduction","58","ENR","GO:0009966","1.0","2.5880032445634566E-8","Cluster 1","Clustered","90.93730355665839","GO:0009966","false","GO:0009966"
"0.9999241855615967",,"7.58144384033704E-5",,"TRF|CCL21A|DCN|EMILIN1|FLT3L|CCL19|CXCL12|CXCL13|PTN|C3|CLU|FN1|PCSK5|CCL8|EFEMP2|MMP3|VTN|ADAM17|IL4RA|SFRP4|CD14|APOE|HYAL1|SERPINF1|SDCBP|PPT1|EDN1|HNRNPA2B1|CD63","positive regulation of cellular component organization","29","ENR","GO:0051130","1.0","7.58144384033704E-5","Cluster 4","Clustered","77.74786952688804","GO:0051130","false","GO:0051130"
"0.9999999994353576",,"5.646424897717873E-10",,"PLAT|CCL21A|EMILIN1|CCL19|CXCL12|CXCL13|NUCB2|COL1A2|TIMP1|COL3A1|COL1A1|SFRP2|MMP2|CTSS|FSTL1|ACE|ADAMTS12|MMP19|COL5A2|ADAM17|DHH|SFRP4|TNFAIP6|SORL1|CTSB|FST|HMGB2|APOE|HYAL1|FGF18|C1QTNF12|WNT2|GREM2|SPP1|CLEC3B|SERPINF1|FGF7|FBN1|HSP90AB1|CALR|YBX1|SDCBP|GPI1|ANG|ASPN|EDN1","response to endogenous stimulus","46","ENR","GO:0009719","1.0","5.646424897717873E-10","Cluster 1","Clustered","91.29828901257473","GO:0009719","false","GO:0009719"
"0.9996122554540322",,"3.877445459677486E-4",,"CCL21A|CXCL13|CCL5","positive regulation of T cell chemotaxis","3","ENR","GO:0010820","1.0","3.877445459677486E-4","Cluster 1","Clustered","101.42813455657492","GO:0010820","false","GO:0010820"
"0.9999600970657802",,"3.9902934219798355E-5",,"CCL21A|EMILIN1|FLT3L|CCL19|LTA|CXCL12|GZMA|CHL1|PTN|C1QBP|TIMP1|CCL5|SFRP2|CLU|ST3GAL1|FN1|MMP2|C1QA|FSTL1|ACE|FAP|TSLP|CTSD|ADAM17|CD40|SFRP4|SORL1|HP|CTSB|HMGB2|APOE|SPP1|SERPINF1|HSP90AB1|YBX1|GPI1|PPT1|EDN1|HDGF","regulation of cell death","39","ENR","GO:0010941","1.0","3.9902934219798355E-5","Cluster 1","Clustered","94.83956043956044","GO:0010941","false","GO:0010941"
"0.9999764692821624",,"2.3530717837598662E-5",,"CCL21A|CCL19|SFRP4|CCL22|SORL1|CCL5|CCL6|SFRP2|C3|FGF18|FN1|IGFBP6|CCL9|CCL8|EDN1","regulation of MAPK cascade","15","ENR","GO:0043408","1.0","2.3530717837598662E-5","Cluster 1","Clustered","103.558352402746","GO:0043408","false","GO:0043408"
"0.984650290330245",,"0.01534970966975497",,"CCL21A|CCL19","positive regulation of glycoprotein metabolic process","2","ENR","GO:1903020","1.0","0.01534970966975497","Cluster 1","Clustered","96.76886792452831","GO:1903020","false","GO:1903020"
"0.9998255769395432",,"1.7442306045682877E-4",,"CCL21A|DCN|EMILIN1|TNFAIP6|CXCL12|CXCL13|PTN|TIMP1|COL3A1|APOE|SFRP2|SERPINF1|DPP4|CALR|CD63","negative regulation of locomotion","15","ENR","GO:0040013","1.0","1.7442306045682877E-4","Cluster 3","Clustered","51.66346153846154","GO:0040013","false","GO:0040013"
"1.0",,"1.6188549948401203E-17",,"TRF|CCL21A|DCN|EMILIN1|CCL19|CXCL12|CXCL13|JAM3|PTN|C1QBP|TIMP1|POSTN|CCL5|COL3A1|COL1A1|SFRP2|FN1|MMP2|PLA2G7|IGSF10|ACE|PCSK5|HPSE|VTN|IL16|ADAM17|LAMA2|CD40|LAMB1|TNFAIP6|ECM1|SORL1|APOE|HYAL1|FGF18|SERPINF1|FGF7|NINJ1|DPP4|CALR|SDCBP|GPI1|SPARC|EDN1|CD63","regulation of locomotion","45","ENR","GO:0040012","1.0","1.6188549948401203E-17","Cluster 1","Clustered","89.35251798561151","GO:0040012","false","GO:0040012"
"1.0",,"1.6501070404564614E-18",,"CCL21A|DCN|CCL19|CCL22|CXCL13|CHL1|PTN|TIMP1|CCL5|CCL6|FN1|PLA2G7|CCL9|IGSF10|ACE|PCSK5|CCL8|HPSE|IL16|ADAM17|CD40|TNFAIP6|ECM1|HMGB2|APOE|HYAL1|SERPINF1|NINJ1|DPP4|EDN1|TRF|EMILIN1|CXCL12|JAM3|C1QBP|POSTN|COL3A1|COL1A1|SFRP2|MMP2|VTN|LAMA2|LAMB1|SORL1|FGF18|SPP1|FGF7|CALR|SDCBP|GPI1|SPARC|CD63","locomotion","52","ENR","GO:0040011","1.0","1.6501070404564614E-18","Cluster 1","Clustered","87.77237569060775","GO:0040011","false","GO:0040011"
"0.9999220272733472",,"7.797272665272386E-5",,"COL5A1|DCN|COL1A2|SPARC|COL3A1|COL1A1|COL5A2|FN1|VTN","ECM proteoglycans","9","ENR","REAC:R-MMU-3000178","1.0","7.797272665272386E-5","Cluster 6","Clustered","27.185856224430157","REAC:R-MMU-3000178","false","REAC:R-MMU-3000178"
"0.9884854591144813",,"0.01151454088551874",,"CHSY1|ECM1|COL3A1|ADAMTS12|SFRP2|FGF18|LOXL2","chondrocyte differentiation","7","ENR","GO:0002062","1.0","0.01151454088551874","Cluster 3","Clustered","42.7866473149492","GO:0002062","false","GO:0002062"
"0.9637862309866085",,"0.03621376901339147",,"CHSY1|ECM1|SFRP2|FGF18","chondrocyte development","4","ENR","GO:0002063","1.0","0.03621376901339147","Cluster 2","Clustered","52.94341618191433","GO:0002063","false","GO:0002063"
"0.9999940062806455",,"5.993719354462847E-6",,"MMP2|CTSK|COL1A1|FGF18","direct ossification","4","ENR","GO:0036072","1.0","5.993719354462847E-6","Cluster 8","Clustered","38.952439024390245","GO:0036072","false","GO:0036072"
"0.9998412170177704",,"1.5878298222959003E-4",,"COL5A1|COL4A5|COL1A2|COL3A1|COL1A1|COL5A2|FN1|VTN","Non-integrin membrane-ECM interactions","8","ENR","REAC:R-MMU-3000171","1.0","1.5878298222959003E-4","Cluster 8","Clustered","33.0","REAC:R-MMU-3000171","false","REAC:R-MMU-3000171"
"0.9999999999986934",,"1.3066390525089764E-12",,"TRF|CCL21A|CCL19|CXCL12|CXCL13|JAM3|PTN|C1QBP|POSTN|CCL5|COL1A1|FN1|MMP2|PLA2G7|PCSK5|HPSE|VTN|IL16|ADAM17|CD40|LAMB1|TNFAIP6|HYAL1|FGF18|FGF7|CALR|SDCBP|GPI1|SPARC|EDN1","positive regulation of locomotion","30","ENR","GO:0040017","1.0","1.3066390525089764E-12","Cluster 1","Clustered","88.62857142857143","GO:0040017","false","GO:0040017"
"0.9732490179203201",,"0.026750982079679856",,"COL5A1|EMILIN1|COL3A1|PI16|SFRP2|WNT2|FN1|MMP2|COL14A1|FBN1|ELN|CALR|ACE|PCSK5|EDN1|CPE","heart development","16","ENR","GO:0007507","1.0","0.026750982079679856","Cluster 8","Clustered","35.80566801619433","GO:0007507","false","GO:0007507"
"0.9999999989473476",,"1.0526523988515408E-9",,"CCL21A|CCL19|DPP4|CCL9|CCL22|CXCL13|CCL8|CCL5|CCL6|EDN1|SPP1","neutrophil migration","11","ENR","GO:1990266","1.0","1.0526523988515408E-9","Cluster 1","Clustered","103.558352402746","GO:1990266","false","GO:1990266"
"0.9802390610996238",,"0.019760938900376255",,"IL15RA|FLT3L|PGLYRP1|PGLYRP2","regulation of natural killer cell differentiation","4","ENR","GO:0032823","1.0","0.019760938900376255","Cluster 7","Clustered","34.0","GO:0032823","false","GO:0032823"
"1.0",,"7.47095479240985E-23",,"PLAT|CCL21A|DCN|CCL19|CCL22|CXCL13|CHL1|PTN|TIMP1|CCL5|CCL6|FN1|PLA2G7|CTHRC1|IGFBP6|CCL9|IGSF10|FSTL1|ACE|PCSK5|CCL8|HPSE|ADAMTS12|IL16|ADAM17|CD40|TNFAIP6|ECM1|HMGB2|APOE|HYAL1|SERPINF1|NINJ1|DPP4|ANG|EDN1|EMILIN1|CXCL12|JAM3|C1QBP|POSTN|COL3A1|COL1A1|SFRP2|MMP2|FAP|LOXL2|VTN|COL5A1|LAMA2|LAMB1|SORL1|FGF18|SPP1|FGF7|CALR|SDCBP|GPI1|SPARC|CD63","cell migration","60","ENR","GO:0016477","1.0","7.47095479240985E-23","Cluster 1","Clustered","88.42791088692728","GO:0016477","false","GO:0016477"
"0.9992542192515559",,"7.457807484440608E-4",,"TRF|CCL21A|ADAM17|CD40|CCL19|CCL5|SFRP2|C3|FGF18|CLU|FGF7|FBN1|HSP90AB1|SDCBP|ACE|ANG|EDN1|TSLP","positive regulation of phosphorylation","18","ENR","GO:0042327","1.0","7.457807484440608E-4","Cluster 1","Clustered","95.02505157677572","GO:0042327","false","GO:0042327"
"0.9985941759949583",,"0.0014058240050417489",,"CCL21A|ADAM17|CD40|CCL19|CCL22|CCL5|APOE|CCL6|C3|FGF18|IGFBP6|CCL9|CCL8|THPO|EDN1","positive regulation of MAPK cascade","15","ENR","GO:0043410","1.0","0.0014058240050417489","Cluster 1","Clustered","103.558352402746","GO:0043410","false","GO:0043410"
"0.9990718272076242",,"9.28172792375729E-4",,"TRF|CCL21A|IL22RA2|EMILIN1|CCL19|CCL5|SFRP2|C3|CLU|FN1|ACE|TSLP|VTN|ADAM17|CD40|SORL1|APOE|FGF18|FGF7|FBN1|HSP90AB1|SDCBP|ANG|THPO|EDN1","regulation of phosphorylation","25","ENR","GO:0042325","1.0","9.28172792375729E-4","Cluster 1","Clustered","95.02505157677572","GO:0042325","false","GO:0042325"
"0.9863581919578379",,"0.01364180804216209",,"FBN1|TNFAIP6|SORL1|SFRP2|GREM2","negative regulation of BMP signaling pathway","5","ENR","GO:0030514","1.0","0.01364180804216209","Cluster 3","Clustered","45.76530612244898","GO:0030514","false","GO:0030514"
"0.9999529066920527",,"4.709330794731438E-5",,"COL5A1|COL4A5|ADAMTS2|COL14A1|BMP1|COL1A2|ADAMTS14|COL3A1|PCOLCE|COL1A1|COL5A2","Collagen biosynthesis and modifying enzymes","11","ENR","REAC:R-MMU-1650814","1.0","4.709330794731438E-5","Cluster 8","Clustered","33.0","REAC:R-MMU-1650814","false","REAC:R-MMU-1650814"
"0.9999998892285099",,"1.1077149007348004E-7",,"TRF|CCL21A|WFDC21|CCL19|RNASE6|CCL22|SPON2|CXCL13|CCL8|ANG|PGLYRP1|TSLP","antimicrobial humoral response","12","ENR","GO:0019730","1.0","1.1077149007348004E-7","Cluster 4","Clustered","71.43914313534566","GO:0019730","false","GO:0019730"
"0.9999416695962787",,"5.833040372130841E-5",,"FBN1|SFRP4|TNFAIP6|SORL1|FSTL1|FST|SFRP2|GREM2","regulation of BMP signaling pathway","8","ENR","GO:0030510","1.0","5.833040372130841E-5","Cluster 3","Clustered","45.53098039215686","GO:0030510","false","GO:0030510"
"0.9767759737826816",,"0.023224026217318415",,"LTA|PON1|LIPG|SORL1|POSTN|COL1A1|SFRP2","response to extracellular stimulus","7","ENR","GO:0009991","1.0","0.023224026217318415","Cluster 12","Clustered","32.0","GO:0009991","false","GO:0009991"
"0.9927484406283539",,"0.007251559371646163",,"TRF|LTA|CXCL12|SORL1|PTN|C1QBP|POSTN|HMGB2|APOE|WNT2|FN1|SERPINF1|NINJ1|FBN1|CALR|ACE|HPSE","regulation of cell development","17","ENR","GO:0060284","1.0","0.007251559371646163","Cluster 2","Clustered","53.796992481203006","GO:0060284","false","GO:0060284"
"0.9999780654240431",,"2.1934575956901526E-5",,"DCN|EMILIN1|NAXE|CXCL12|PTN|C1QBP|POSTN|CCL5|SFRP2|C3|FN1|CTHRC1|HPSE|ADAMTS12|CD40|ECM1|APOE|HYAL1|FGF18|WNT2|SERPINF1|FGF7|NINJ1|CALR|SPARC|EDN1|CPE","regulation of anatomical structure morphogenesis","27","ENR","GO:0022603","1.0","2.1934575956901526E-5","Cluster 2","Clustered","58.75348101265823","GO:0022603","false","GO:0022603"
"0.9866134231887809",,"0.013386576811219174",,"COL4A5|BMP1|COL1A2|COL1A1","Anchoring fibril formation","4","ENR","REAC:R-MMU-2214320","1.0","0.013386576811219174","Cluster 6","Clustered","30.941287878787875","REAC:R-MMU-2214320","false","REAC:R-MMU-2214320"
"0.9658266696369147",,"0.03417333036308537",,"CTHRC1|SFRP4|CPZ|COL1A1|SFRP2","Wnt signaling pathway","5","ENR","GO:0016055","1.0","0.03417333036308537","Cluster 8","Clustered","38.0","GO:0016055","false","GO:0016055"
"0.9999227626867118",,"7.723731328820368E-5",,"TRF|CCL21A|CCL19|SFRP4|APOC1|CD14|APOE|C3|CLU|SDCBP|PPT1|VTN|CD63","regulation of endocytosis","13","ENR","GO:0030100","1.0","7.723731328820368E-5","Cluster 4","Clustered","74.7078870496592","GO:0030100","false","GO:0030100"
"0.9999624794287264",,"3.752057127364108E-5",,"CD5L|CCL21A|CCL19|HSP90AB1|CCL22|CXCL13|CCL8|PGLYRP1|C3|LYZ2","cell killing","10","ENR","GO:0001906","1.0","3.752057127364108E-5","Cluster 1","Clustered","85.84149484536083","GO:0001906","false","GO:0001906"
"0.9992115647030646",,"7.884352969353626E-4",,"EMILIN1|FBN1|ELN|EFEMP2|FN1|MFAP5|VTN","Molecules associated with elastic fibres","7","ENR","REAC:R-MMU-2129379","1.0","7.884352969353626E-4","Cluster 13","Clustered","19.492753623188406","REAC:R-MMU-2129379","false","REAC:R-MMU-2129379"
"0.9922261484440531",,"0.00777385155594695",,"LTA|LIPG|POSTN|COL1A1|SFRP2","response to nutrient","5","ENR","GO:0007584","1.0","0.00777385155594695","Cluster 12","Clustered","32.0","GO:0007584","false","GO:0007584"
"0.9994104289747832",,"5.895710252168028E-4",,"CCL21A|EMILIN1|FLT3L|CCL19|LTA|CXCL12|GZMA|CHL1|PTN|C1QBP|TIMP1|CCL5|SFRP2|CLU|ST3GAL1|FN1|MMP2|FSTL1|ACE|FAP|TSLP|CTSD|ADAM17|CD40|SFRP4|HMGB2|APOE|SPP1|HSP90AB1|YBX1|GPI1|PPT1|EDN1|HDGF","regulation of apoptotic process","34","ENR","GO:0042981","1.0","5.895710252168028E-4","Cluster 1","Clustered","95.70005290072298","GO:0042981","false","GO:0042981"
"0.9999990920290859",,"9.079709140792949E-7",,"TRF|ADAM17|WFDC21|EMILIN1|LTA|CXCL13|HP|GSDMD|HMGB2|PGLYRP2|ADAMTS4|RNASE6|SPON2|SSC5D|ANG|PGLYRP1|LYZ2|TSLP","defense response to bacterium","18","ENR","GO:0042742","1.0","9.079709140792949E-7","Cluster 14","Clustered","19.0","GO:0042742","false","GO:0042742"
"0.9999999999828639",,"1.7136048114486816E-11",,"PTN|TIMP1|C3|FN1|IL11RA1|CTHRC1|FSTL1|HPSE|ADAMTS12|ADAM17|ECM1|CTSB|LOXL3|HYAL1|CLEC3B|YBX1|DNASE1L2|EDN1|CXCL12|COL1A2|POSTN|COL3A1|COL1A1|SFRP2|MMP2|COL14A1|ELN|EFEMP2|LOXL2|COL5A2|VTN|COL5A1|LAMA2|LAMB1|SFRP4|SORL1|LRRC17|FST|CTSK|PI16|FGF18|WNT2|SPP1|CHSY1|FGF7|CALR|SDCBP|BMP1|GPI1|ASPN|SRGN|CD63","tissue development","52","ENR","GO:0009888","1.0","1.7136048114486816E-11","Cluster 2","Clustered","52.686409307244844","GO:0009888","false","GO:0009888"
"0.9999090189027036",,"9.098109729644899E-5",,"PTN|COL1A2|COL3A1|COL1A1|SFRP2|MFAP5|MMP2|CTHRC1|ELN|EFEMP2|COL5A2|COL5A1|LAMA2|LAMB1|SFRP4|FST|HYAL1|FGF18|WNT2|GREM2|CHSY1|FGF7|FBN1|MFAP2|ASPN|EDN1|CPE","animal organ morphogenesis","27","ENR","GO:0009887","1.0","9.098109729644899E-5","Cluster 8","Clustered","39.0","GO:0009887","false","GO:0009887"
"0.9999999999999996",,"4.976099335675286E-16",,"TRF|CCL21A|WFDC21|EMILIN1|CCL19|LTA|CCL22|CXCL13|CCL5|PGLYRP2|CCL6|C3|CCL9|SERPINB1A|C1QA|CCL8|PGLYRP1|LY86|TSLP|ADAM17|CD40|IL4RA|HP|GSDMD|CD14|HMGB2|APOE|ADAMTS4|RNASE6|DPP4|SPON2|FGL2|SSC5D|CFP|ANG|CFD|RNASET2B|EDN1|LYZ2|C1QB|C1QC","defense response to other organism","41","ENR","GO:0098542","1.0","4.976099335675286E-16","Cluster 1","Clustered","95.50656767561394","GO:0098542","false","GO:0098542"
"0.9705045431346989",,"0.029495456865301056",,"CCL21A|CCL19|PON1|LGI3|PTN|CCL5|C3|CLU|CTSS|ACE|CTSD|IL16|IL4RA|SFRP4|TNFAIP6|LIPG|SORL1|APOC1|SPP1|IL15RA|HSP90AB1|CALR|SDCBP|CFP|ANG|EDN1","regulation of localization","26","ENR","GO:0032879","1.0","0.029495456865301056","Cluster 4","Seed","82.31610486891385","GO:0032879","false","GO:0032879"
"0.9999343311917644",,"6.566880823558283E-5",,"EMILIN1|CCL19|LTA|POSTN|CCL5|C3|LUM|CLU|FN1|HPSE|TSLP|ANGPTL8|IL16|ADAM17|CD40|IL4RA|SFRP4|SORL1|GSDMD|CD14|HMGB2|FGF18|FGF7|SPON2|CALR|GPI1","positive regulation of gene expression","26","ENR","GO:0010628","1.0","6.566880823558283E-5","Cluster 11","Seed","61.884507042253524","GO:0010628","false","GO:0010628"
"0.9692275224861437",,"0.030772477513856294",,"CCL21A|CCL19|SFRP4|SFRP2","regulation of stress-activated MAPK cascade","4","ENR","GO:0032872","1.0","0.030772477513856294","Cluster 1","Clustered","93.52583318638688","GO:0032872","false","GO:0032872"
"0.9984892793937384",,"0.0015107206062615953",,"CCL21A|DCN|FLT3L|CCL19|NAXE|CNP|CXCL13|CHL1|PTN|NPC2|CCL5|C3|CLU|FN1|MFAP5|PLA2G7|CTSS|CTHRC1|C1QA|ACE|PCSK5|CCL8|MMP3|ADAMTS12|ACRBP|CTSD|ADAM17|IL4RA|TNFAIP6|GSDMD|CD14|LOXL3|HMGB2|APOE|HYAL1|ABCD1|SERPINF1|NINJ1|ADAMTS4|DPP4|HAPLN4|ANG|PPT1|EDN1|HNRNPA2B1|C1QB|C1QC|TRF|EMILIN1|CXCL12|JAM3|C1QBP|COL1A2|POSTN|COL3A1|COL1A1|SFRP2|LUM|OLFML2B|MMP2|COL4A5|AEBP1|COL14A1|ADAMTSL1|ELN|ADAMTS15|VWA1|EFEMP2|ADAMTS14|FAP|MMP19|GFOD2|LOXL2|COL5A2|VTN|COL5A1|LAMA2|ADAMTS2|LAMB1|SFRP4|LIPG|SORL1|APOC1|PI16|FGF7|IL15RA|HSP90AB1|CALR|SDCBP|SPARC|SRGN|CD63","cellular component organization","92","ENR","GO:0016043","1.0","0.0015107206062615953","Cluster 1","Clustered","88.84003635537378","GO:0016043","false","GO:0016043"
"0.951197931851347",,"0.04880206814865296",,"SSC5D|PGLYRP1|PGLYRP2","detection of bacterium","3","ENR","GO:0016045","1.0","0.04880206814865296","Cluster 14","Clustered","17.609195402298848","GO:0016045","false","GO:0016045"
"1.0",,"1.3921052966245698E-17",,"CCL21A|DCN|EMILIN1|CCL19|CXCL12|CXCL13|JAM3|PTN|C1QBP|TIMP1|POSTN|CCL5|COL3A1|COL1A1|SFRP2|FN1|MMP2|PLA2G7|IGSF10|ACE|PCSK5|HPSE|VTN|ADAM17|LAMA2|CD40|LAMB1|TNFAIP6|ECM1|SORL1|APOE|HYAL1|FGF18|SERPINF1|FGF7|NINJ1|DPP4|CALR|SDCBP|GPI1|SPARC|EDN1|CD63","regulation of cell migration","43","ENR","GO:0030334","1.0","1.3921052966245698E-17","Cluster 1","Clustered","89.11854103343465","GO:0030334","false","GO:0030334"
"0.9844843022106693",,"0.015515697789330703",,"LTA|PON1|LIPG|SORL1|POSTN|COL1A1|SFRP2","response to nutrient levels","7","ENR","GO:0031667","1.0","0.015515697789330703","Cluster 12","Seed","32.0","GO:0031667","false","GO:0031667"
"0.9999751753227989",,"2.4824677201139307E-5",,"CCL21A|DCN|EMILIN1|TNFAIP6|CXCL12|CXCL13|PTN|TIMP1|COL3A1|APOE|SFRP2|SERPINF1|DPP4|CALR|CD63","negative regulation of cell migration","15","ENR","GO:0030336","1.0","2.4824677201139307E-5","Cluster 3","Clustered","51.66346153846154","GO:0030336","false","GO:0030336"
"0.9999999972921135",,"2.7078865199186365E-9",,"CCL21A|WFDC21|CCL19|CCL22|CXCL13|GZMA|TIMP1|CCL5|CCL6|SFRP2|C3|FN1|CST7|CCL9|SERPINB1A|CCL8|PCOLCE|ANGPTL8|ACRBP|VTN|CTSD|CD40|ECM1|SORL1|APOC1|HMGB2|PI16|SERPINF1|HSP90AB1|GPI1|ANG","regulation of hydrolase activity","31","ENR","GO:0051336","1.0","2.7078865199186365E-9","Cluster 1","Clustered","94.93878865979381","GO:0051336","false","GO:0051336"
"0.9995349901388579",,"4.650098611420367E-4",,"CTSD|WFDC21|ECM1|SORL1|TIMP1|PI16|SFRP2|C3|FN1|SERPINF1|CST7|SERPINB1A|GPI1|PCOLCE|ACRBP|VTN","regulation of peptidase activity","16","ENR","GO:0052547","1.0","4.650098611420367E-4","Cluster 10","Clustered","22.787692307692307","GO:0052547","false","GO:0052547"
"0.9999987388970734",,"1.2611029266840735E-6",,"ECM1|TIMP1|CTSK|COL3A1|COL1A1|HYAL1|SFRP2|FGF18|CHSY1|BMP1|ADAMTS12|EDN1|LOXL2","cartilage development","13","ENR","GO:0051216","1.0","1.2611029266840735E-6","Cluster 3","Clustered","46.17889587700908","GO:0051216","false","GO:0051216"
"0.9999999999893519",,"1.0648182840265462E-11",,"CCL21A|CCL19|CXCL12|CXCL13|JAM3|PTN|C1QBP|POSTN|CCL5|COL1A1|FN1|MMP2|PLA2G7|PCSK5|HPSE|VTN|ADAM17|CD40|LAMB1|TNFAIP6|HYAL1|FGF18|FGF7|CALR|SDCBP|GPI1|SPARC|EDN1","positive regulation of cell migration","28","ENR","GO:0030335","1.0","1.0648182840265462E-11","Cluster 1","Clustered","91.71257273849409","GO:0030335","false","GO:0030335"
"0.9999999998014804",,"1.9851959946323653E-10",,"PLAT|CCL21A|DCN|IL22RA2|FLT3L|CCL19|GZMA|IL1R2|NUCB2|TIMP1|CCL5|IDE|C3|CLU|ST3GAL1|FN1|CD5L|CTSS|CST7|SERPINB1A|ACE|PCSK5|CPZ|CPXM1|MMP3|HPSE|PCOLCE|ADAMTS12|PRSS53|NAPSA|TSLP|ANGPTL8|ACRBP|CTSD|ADAM17|DHH|CD40|SCPEP1|RNPEP|DPP7|ECM1|PRSS12|HP|PAMR1|CPQ|CTSB|LOXL3|ADAM23|APOE|SERPINF1|ADAMTS4|DPP4|YBX1|ANG|CFD|PPT1|EDN1|KARS|QPCT|ENTPD5|WFDC21|EMILIN1|GARS|RSPRY1|C1RL|COL3A1|SFRP2|MMP2|AEBP1|ADAMTS15|ADAMTS14|FAP|MMP19|LOXL2|VTN|ADAMTS2|LIPG|SORL1|APOC1|CTSK|PI16|FGF18|CHSY1|FGF7|FBN1|HSP90AB1|CALR|SDCBP|BMP1|GPI1|THPO|CPE|SRGN","protein metabolic process","93","ENR","GO:0019538","1.0","1.9851959946323653E-10","Cluster 1","Clustered","93.81425061425061","GO:0019538","false","GO:0019538"
"0.9652401841290894",,"0.03475981587091059",,"CCL21A|ADAM17|IL22RA2|CD40|CCL19|SORL1|CCL5|SFRP2|C3|FGF18|CLU|ST3GAL1|FN1|FGF7|FBN1|HSP90AB1|SDCBP|ACE|ANG|EDN1|TSLP","protein phosphorylation","21","ENR","GO:0006468","1.0","0.03475981587091059","Cluster 1","Clustered","95.02505157677572","GO:0006468","false","GO:0006468"
"0.9999866931416462",,"1.3306858353814418E-5",,"EMILIN1|FBN1|ELN|EFEMP2|LOXL3|LOXL2|FN1|MFAP5|VTN","Elastic fibre formation","9","ENR","REAC:R-MMU-1566948","1.0","1.3306858353814418E-5","Cluster 13","Clustered","17.543333333333333","REAC:R-MMU-1566948","false","REAC:R-MMU-1566948"
"0.9999910361597341",,"8.963840265905914E-6",,"CTSD|CCL21A|CD40|CCL19|CCL22|CXCL13|CCL5|CCL6|SFRP2|FN1|CCL9|HSP90AB1|CCL8|ANG|PCOLCE|ACRBP","positive regulation of hydrolase activity","16","ENR","GO:0051345","1.0","8.963840265905914E-6","Cluster 1","Clustered","103.558352402746","GO:0051345","false","GO:0051345"
"0.9998600222156554",,"1.3997778434463506E-4",,"WFDC21|ECM1|SORL1|GZMA|APOC1|CTSB|TIMP1|PI16|SFRP2|C3|SERPINF1|CST7|SERPINB1A|GPI1|ANGPTL8|VTN","negative regulation of hydrolase activity","16","ENR","GO:0051346","1.0","1.3997778434463506E-4","Cluster 9","Seed","20.695652173913043","GO:0051346","false","GO:0051346"
